__________________________________________________________________________________________________
Layer (type)                    Output Shape         Param #     Connected to
==================================================================================================
frames (InputLayer)             (None, 84, 84, 4)    0
__________________________________________________________________________________________________
normalization (Lambda)          (None, 84, 84, 4)    0           frames[0][0]
__________________________________________________________________________________________________
conv2d_1 (Conv2D)               (None, 20, 20, 16)   4112        normalization[0][0]
__________________________________________________________________________________________________
conv2d_2 (Conv2D)               (None, 9, 9, 32)     8224        conv2d_1[0][0]
__________________________________________________________________________________________________
flatten_1 (Flatten)             (None, 2592)         0           conv2d_2[0][0]
__________________________________________________________________________________________________
dense_1 (Dense)                 (None, 256)          663808      flatten_1[0][0]
__________________________________________________________________________________________________
dense_2 (Dense)                 (None, 3)            771         dense_1[0][0]
__________________________________________________________________________________________________
action_mask (InputLayer)        (None, 3)            0
__________________________________________________________________________________________________
QValue (Multiply)               (None, 3)            0           dense_2[0][0]
                                                                 action_mask[0][0]
==================================================================================================
Total params: 676,915
Trainable params: 676,915
Non-trainable params: 0
__________________________________________________________________________________________________
state: epsiode, episode: 0, score: 0.0, global_step_count: 119, avg loss: 0.0, step: 119, memory length: 119
state: epsiode, episode: 43, score: 2.0, global_step_count: 6577, avg loss: 0.0, step: 178, memory length: 6577
state: epsiode, episode: 44, score: 1.0, global_step_count: 6733, avg loss: 0.0, step: 156, memory length: 6733
state: epsiode, episode: 45, score: 0.0, global_step_count: 6845, avg loss: 0.0, step: 112, memory length: 6845
state: epsiode, episode: 46, score: 0.0, global_step_count: 6964, avg loss: 0.0, step: 119, memory length: 6964
state: epsiode, episode: 47, score: 1.0, global_step_count: 7106, avg loss: 0.0, step: 142, memory length: 7106
state: epsiode, episode: 48, score: 1.0, global_step_count: 7258, avg loss: 0.0, step: 152, memory length: 7258
state: epsiode, episode: 49, score: 0.0, global_step_count: 7360, avg loss: 0.0, step: 102, memory length: 7360
state: epsiode, episode: 50, score: 1.0, global_step_count: 7495, avg loss: 0.0, step: 135, memory length: 7495
state: epsiode, episode: 51, score: 1.0, global_step_count: 7631, avg loss: 0.0, step: 136, memory length: 7631
state: epsiode, episode: 52, score: 0.0, global_step_count: 7735, avg loss: 0.0, step: 104, memory length: 7735
state: epsiode, episode: 53, score: 1.0, global_step_count: 7899, avg loss: 0.0, step: 164, memory length: 7899
state: epsiode, episode: 54, score: 2.0, global_step_count: 8095, avg loss: 0.0, step: 196, memory length: 8095
state: epsiode, episode: 55, score: 7.0, global_step_count: 8492, avg loss: 0.0, step: 397, memory length: 8492
state: epsiode, episode: 56, score: 0.0, global_step_count: 8618, avg loss: 0.0, step: 126, memory length: 8618
state: epsiode, episode: 57, score: 1.0, global_step_count: 8786, avg loss: 0.0, step: 168, memory length: 8786
state: epsiode, episode: 58, score: 1.0, global_step_count: 8965, avg loss: 0.0, step: 179, memory length: 8965
state: epsiode, episode: 59, score: 1.0, global_step_count: 9134, avg loss: 0.0, step: 169, memory length: 9134
state: epsiode, episode: 60, score: 0.0, global_step_count: 9231, avg loss: 0.0, step: 97, memory length: 9231
state: epsiode, episode: 61, score: 2.0, global_step_count: 9431, avg loss: 0.0, step: 200, memory length: 9431
state: epsiode, episode: 62, score: 1.0, global_step_count: 9561, avg loss: 0.0, step: 130, memory length: 9561
state: epsiode, episode: 63, score: 1.0, global_step_count: 9713, avg loss: 0.0, step: 152, memory length: 9713
state: epsiode, episode: 64, score: 3.0, global_step_count: 9917, avg loss: 0.0, step: 204, memory length: 9917
state: epsiode, episode: 65, score: 0.0, global_step_count: 10017, avg loss: 0.0, step: 100, memory length: 10017
state: epsiode, episode: 66, score: 1.0, global_step_count: 10185, avg loss: 0.0, step: 168, memory length: 10185
state: epsiode, episode: 67, score: 2.0, global_step_count: 10369, avg loss: 0.0, step: 184, memory length: 10369
state: epsiode, episode: 68, score: 0.0, global_step_count: 10473, avg loss: 0.0, step: 104, memory length: 10473
state: epsiode, episode: 69, score: 0.0, global_step_count: 10570, avg loss: 0.0, step: 97, memory length: 10570
state: epsiode, episode: 70, score: 0.0, global_step_count: 10702, avg loss: 0.0, step: 132, memory length: 10702
state: epsiode, episode: 71, score: 0.0, global_step_count: 10809, avg loss: 0.0, step: 107, memory length: 10809
state: epsiode, episode: 72, score: 4.0, global_step_count: 11093, avg loss: 0.0, step: 284, memory length: 11093
state: epsiode, episode: 73, score: 1.0, global_step_count: 11235, avg loss: 0.0, step: 142, memory length: 11235
state: epsiode, episode: 74, score: 0.0, global_step_count: 11342, avg loss: 0.0, step: 107, memory length: 11342
state: epsiode, episode: 75, score: 2.0, global_step_count: 11528, avg loss: 0.0, step: 186, memory length: 11528
state: epsiode, episode: 76, score: 1.0, global_step_count: 11682, avg loss: 0.0, step: 154, memory length: 11682
state: epsiode, episode: 77, score: 0.0, global_step_count: 11800, avg loss: 0.0, step: 118, memory length: 11800
state: epsiode, episode: 78, score: 2.0, global_step_count: 11995, avg loss: 0.0, step: 195, memory length: 11995
state: epsiode, episode: 79, score: 0.0, global_step_count: 12106, avg loss: 0.0, step: 111, memory length: 12106
state: epsiode, episode: 80, score: 3.0, global_step_count: 12314, avg loss: 0.0, step: 208, memory length: 12314
state: epsiode, episode: 81, score: 1.0, global_step_count: 12464, avg loss: 0.0, step: 150, memory length: 12464
state: epsiode, episode: 82, score: 0.0, global_step_count: 12582, avg loss: 0.0, step: 118, memory length: 12582
state: epsiode, episode: 83, score: 2.0, global_step_count: 12752, avg loss: 0.0, step: 170, memory length: 12752
state: epsiode, episode: 84, score: 1.0, global_step_count: 12881, avg loss: 0.0, step: 129, memory length: 12881
state: epsiode, episode: 85, score: 1.0, global_step_count: 13041, avg loss: 0.0, step: 160, memory length: 13041
state: epsiode, episode: 86, score: 3.0, global_step_count: 13259, avg loss: 0.0, step: 218, memory length: 13259
state: epsiode, episode: 87, score: 1.0, global_step_count: 13408, avg loss: 0.0, step: 149, memory length: 13408
state: epsiode, episode: 88, score: 1.0, global_step_count: 13552, avg loss: 0.0, step: 144, memory length: 13552
state: epsiode, episode: 89, score: 2.0, global_step_count: 13759, avg loss: 0.0, step: 207, memory length: 13759
state: epsiode, episode: 90, score: 3.0, global_step_count: 13967, avg loss: 0.0, step: 208, memory length: 13967
state: epsiode, episode: 91, score: 1.0, global_step_count: 14098, avg loss: 0.0, step: 131, memory length: 14098
state: epsiode, episode: 92, score: 2.0, global_step_count: 14283, avg loss: 0.0, step: 185, memory length: 14283
state: epsiode, episode: 93, score: 0.0, global_step_count: 14383, avg loss: 0.0, step: 100, memory length: 14383
state: epsiode, episode: 94, score: 1.0, global_step_count: 14532, avg loss: 0.0, step: 149, memory length: 14532
state: epsiode, episode: 95, score: 2.0, global_step_count: 14727, avg loss: 0.0, step: 195, memory length: 14727
state: epsiode, episode: 96, score: 1.0, global_step_count: 14887, avg loss: 0.0, step: 160, memory length: 14887
state: epsiode, episode: 97, score: 2.0, global_step_count: 15073, avg loss: 0.0, step: 186, memory length: 15073
state: epsiode, episode: 98, score: 0.0, global_step_count: 15201, avg loss: 0.0, step: 128, memory length: 15201
state: epsiode, episode: 99, score: 0.0, global_step_count: 15313, avg loss: 0.0, step: 112, memory length: 15313
state: epsiode, episode: 100, score: 0.0, global_step_count: 15434, avg loss: 0.0, step: 121, memory length: 15434
state: epsiode, episode: 101, score: 2.0, global_step_count: 15628, avg loss: 0.0, step: 194, memory length: 15628
state: epsiode, episode: 102, score: 1.0, global_step_count: 15795, avg loss: 0.0, step: 167, memory length: 15795
state: epsiode, episode: 103, score: 0.0, global_step_count: 15911, avg loss: 0.0, step: 116, memory length: 15911
state: epsiode, episode: 104, score: 1.0, global_step_count: 16052, avg loss: 0.0, step: 141, memory length: 16052
state: epsiode, episode: 105, score: 0.0, global_step_count: 16156, avg loss: 0.0, step: 104, memory length: 16156
state: epsiode, episode: 106, score: 0.0, global_step_count: 16265, avg loss: 0.0, step: 109, memory length: 16265
state: epsiode, episode: 107, score: 0.0, global_step_count: 16363, avg loss: 0.0, step: 98, memory length: 16363
state: epsiode, episode: 108, score: 1.0, global_step_count: 16524, avg loss: 0.0, step: 161, memory length: 16524
state: epsiode, episode: 109, score: 0.0, global_step_count: 16627, avg loss: 0.0, step: 103, memory length: 16627
state: epsiode, episode: 110, score: 0.0, global_step_count: 16751, avg loss: 0.0, step: 124, memory length: 16751
state: epsiode, episode: 111, score: 2.0, global_step_count: 16941, avg loss: 0.0, step: 190, memory length: 16941
state: epsiode, episode: 112, score: 1.0, global_step_count: 17092, avg loss: 0.0, step: 151, memory length: 17092
state: epsiode, episode: 113, score: 1.0, global_step_count: 17241, avg loss: 0.0, step: 149, memory length: 17241
state: epsiode, episode: 114, score: 2.0, global_step_count: 17449, avg loss: 0.0, step: 208, memory length: 17449
state: epsiode, episode: 115, score: 2.0, global_step_count: 17610, avg loss: 0.0, step: 161, memory length: 17610
state: epsiode, episode: 116, score: 3.0, global_step_count: 17820, avg loss: 0.0, step: 210, memory length: 17820
state: epsiode, episode: 117, score: 1.0, global_step_count: 17957, avg loss: 0.0, step: 137, memory length: 17957
state: epsiode, episode: 118, score: 2.0, global_step_count: 18146, avg loss: 0.0, step: 189, memory length: 18146
state: epsiode, episode: 119, score: 0.0, global_step_count: 18242, avg loss: 0.0, step: 96, memory length: 18242
state: epsiode, episode: 120, score: 1.0, global_step_count: 18376, avg loss: 0.0, step: 134, memory length: 18376
state: epsiode, episode: 121, score: 0.0, global_step_count: 18493, avg loss: 0.0, step: 117, memory length: 18493
state: epsiode, episode: 122, score: 1.0, global_step_count: 18651, avg loss: 0.0, step: 158, memory length: 18651
state: epsiode, episode: 123, score: 1.0, global_step_count: 18805, avg loss: 0.0, step: 154, memory length: 18805
state: epsiode, episode: 124, score: 2.0, global_step_count: 18989, avg loss: 0.0, step: 184, memory length: 18989
state: epsiode, episode: 125, score: 5.0, global_step_count: 19290, avg loss: 0.0, step: 301, memory length: 19290
state: epsiode, episode: 126, score: 2.0, global_step_count: 19464, avg loss: 0.0, step: 174, memory length: 19464
state: epsiode, episode: 127, score: 2.0, global_step_count: 19645, avg loss: 0.0, step: 181, memory length: 19645
state: epsiode, episode: 128, score: 2.0, global_step_count: 19869, avg loss: 0.0, step: 224, memory length: 19869
state: epsiode, episode: 129, score: 0.0, global_step_count: 19978, avg loss: 0.0, step: 109, memory length: 19978
state: epsiode, episode: 130, score: 1.0, global_step_count: 20122, avg loss: 0.0, step: 144, memory length: 20122
state: epsiode, episode: 131, score: 1.0, global_step_count: 20268, avg loss: 0.0, step: 146, memory length: 20268
state: epsiode, episode: 132, score: 0.0, global_step_count: 20373, avg loss: 0.0, step: 105, memory length: 20373
state: epsiode, episode: 133, score: 0.0, global_step_count: 20498, avg loss: 0.0, step: 125, memory length: 20498
state: epsiode, episode: 134, score: 1.0, global_step_count: 20640, avg loss: 0.0, step: 142, memory length: 20640
state: epsiode, episode: 135, score: 1.0, global_step_count: 20795, avg loss: 0.0, step: 155, memory length: 20795
state: epsiode, episode: 136, score: 0.0, global_step_count: 20915, avg loss: 0.0, step: 120, memory length: 20915
state: epsiode, episode: 137, score: 2.0, global_step_count: 21098, avg loss: 0.0, step: 183, memory length: 21098
state: epsiode, episode: 138, score: 2.0, global_step_count: 21274, avg loss: 0.0, step: 176, memory length: 21274
state: epsiode, episode: 139, score: 2.0, global_step_count: 21470, avg loss: 0.0, step: 196, memory length: 21470
state: epsiode, episode: 140, score: 3.0, global_step_count: 21700, avg loss: 0.0, step: 230, memory length: 21700
state: epsiode, episode: 141, score: 0.0, global_step_count: 21820, avg loss: 0.0, step: 120, memory length: 21820
state: epsiode, episode: 142, score: 2.0, global_step_count: 22001, avg loss: 0.0, step: 181, memory length: 22001
state: epsiode, episode: 143, score: 1.0, global_step_count: 22170, avg loss: 0.0, step: 169, memory length: 22170
state: epsiode, episode: 144, score: 0.0, global_step_count: 22285, avg loss: 0.0, step: 115, memory length: 22285
state: epsiode, episode: 145, score: 4.0, global_step_count: 22555, avg loss: 0.0, step: 270, memory length: 22555
state: epsiode, episode: 146, score: 2.0, global_step_count: 22748, avg loss: 0.0, step: 193, memory length: 22748
state: epsiode, episode: 147, score: 1.0, global_step_count: 22884, avg loss: 0.0, step: 136, memory length: 22884
state: epsiode, episode: 148, score: 0.0, global_step_count: 22992, avg loss: 0.0, step: 108, memory length: 22992
state: epsiode, episode: 149, score: 0.0, global_step_count: 23117, avg loss: 0.0, step: 125, memory length: 23117
state: epsiode, episode: 150, score: 2.0, global_step_count: 23276, avg loss: 0.0, step: 159, memory length: 23276
state: epsiode, episode: 151, score: 0.0, global_step_count: 23379, avg loss: 0.0, step: 103, memory length: 23379
state: epsiode, episode: 152, score: 2.0, global_step_count: 23553, avg loss: 0.0, step: 174, memory length: 23553
state: epsiode, episode: 153, score: 3.0, global_step_count: 23786, avg loss: 0.0, step: 233, memory length: 23786
state: epsiode, episode: 154, score: 0.0, global_step_count: 23920, avg loss: 0.0, step: 134, memory length: 23920
state: epsiode, episode: 155, score: 0.0, global_step_count: 24031, avg loss: 0.0, step: 111, memory length: 24031
state: epsiode, episode: 156, score: 0.0, global_step_count: 24131, avg loss: 0.0, step: 100, memory length: 24131
state: epsiode, episode: 157, score: 1.0, global_step_count: 24281, avg loss: 0.0, step: 150, memory length: 24281
state: epsiode, episode: 158, score: 2.0, global_step_count: 24471, avg loss: 0.0, step: 190, memory length: 24471
state: epsiode, episode: 159, score: 1.0, global_step_count: 24596, avg loss: 0.0, step: 125, memory length: 24596
state: epsiode, episode: 160, score: 0.0, global_step_count: 24719, avg loss: 0.0, step: 123, memory length: 24719
state: epsiode, episode: 161, score: 3.0, global_step_count: 24968, avg loss: 0.0, step: 249, memory length: 24968
state: epsiode, episode: 162, score: 2.0, global_step_count: 25172, avg loss: 0.0, step: 204, memory length: 25172
state: epsiode, episode: 163, score: 0.0, global_step_count: 25288, avg loss: 0.0, step: 116, memory length: 25288
state: epsiode, episode: 164, score: 1.0, global_step_count: 25440, avg loss: 0.0, step: 152, memory length: 25440
state: epsiode, episode: 165, score: 0.0, global_step_count: 25548, avg loss: 0.0, step: 108, memory length: 25548
state: epsiode, episode: 166, score: 0.0, global_step_count: 25656, avg loss: 0.0, step: 108, memory length: 25656
state: epsiode, episode: 167, score: 0.0, global_step_count: 25773, avg loss: 0.0, step: 117, memory length: 25773
state: epsiode, episode: 168, score: 1.0, global_step_count: 25931, avg loss: 0.0, step: 158, memory length: 25931
state: epsiode, episode: 169, score: 4.0, global_step_count: 26205, avg loss: 0.0, step: 274, memory length: 26205
state: epsiode, episode: 170, score: 4.0, global_step_count: 26489, avg loss: 0.0, step: 284, memory length: 26489
state: epsiode, episode: 171, score: 0.0, global_step_count: 26607, avg loss: 0.0, step: 118, memory length: 26607
state: epsiode, episode: 172, score: 1.0, global_step_count: 26765, avg loss: 0.0, step: 158, memory length: 26765
state: epsiode, episode: 173, score: 7.0, global_step_count: 27203, avg loss: 0.0, step: 438, memory length: 27203
state: epsiode, episode: 174, score: 1.0, global_step_count: 27381, avg loss: 0.0, step: 178, memory length: 27381
state: epsiode, episode: 175, score: 2.0, global_step_count: 27589, avg loss: 0.0, step: 208, memory length: 27589
state: epsiode, episode: 176, score: 0.0, global_step_count: 27701, avg loss: 0.0, step: 112, memory length: 27701
state: epsiode, episode: 177, score: 1.0, global_step_count: 27834, avg loss: 0.0, step: 133, memory length: 27834
state: epsiode, episode: 178, score: 1.0, global_step_count: 27961, avg loss: 0.0, step: 127, memory length: 27961
state: epsiode, episode: 179, score: 3.0, global_step_count: 28185, avg loss: 0.0, step: 224, memory length: 28185
state: epsiode, episode: 180, score: 4.0, global_step_count: 28439, avg loss: 0.0, step: 254, memory length: 28439
state: epsiode, episode: 181, score: 2.0, global_step_count: 28661, avg loss: 0.0, step: 222, memory length: 28661
state: epsiode, episode: 182, score: 1.0, global_step_count: 28823, avg loss: 0.0, step: 162, memory length: 28823
state: epsiode, episode: 183, score: 1.0, global_step_count: 28982, avg loss: 0.0, step: 159, memory length: 28982
state: epsiode, episode: 184, score: 0.0, global_step_count: 29091, avg loss: 0.0, step: 109, memory length: 29091
state: epsiode, episode: 185, score: 0.0, global_step_count: 29189, avg loss: 0.0, step: 98, memory length: 29189
state: epsiode, episode: 186, score: 0.0, global_step_count: 29305, avg loss: 0.0, step: 116, memory length: 29305
state: epsiode, episode: 187, score: 0.0, global_step_count: 29415, avg loss: 0.0, step: 110, memory length: 29415
state: epsiode, episode: 188, score: 0.0, global_step_count: 29516, avg loss: 0.0, step: 101, memory length: 29516
state: epsiode, episode: 189, score: 2.0, global_step_count: 29682, avg loss: 0.0, step: 166, memory length: 29682
state: epsiode, episode: 190, score: 0.0, global_step_count: 29805, avg loss: 0.0, step: 123, memory length: 29805
state: epsiode, episode: 191, score: 0.0, global_step_count: 29941, avg loss: 0.0, step: 136, memory length: 29941
state: epsiode, episode: 192, score: 5.0, global_step_count: 30231, avg loss: 0.0, step: 290, memory length: 30231
state: epsiode, episode: 193, score: 3.0, global_step_count: 30446, avg loss: 0.0, step: 215, memory length: 30446
state: epsiode, episode: 194, score: 1.0, global_step_count: 30574, avg loss: 0.0, step: 128, memory length: 30574
state: epsiode, episode: 195, score: 0.0, global_step_count: 30689, avg loss: 0.0, step: 115, memory length: 30689
state: epsiode, episode: 196, score: 0.0, global_step_count: 30804, avg loss: 0.0, step: 115, memory length: 30804
state: epsiode, episode: 197, score: 2.0, global_step_count: 30992, avg loss: 0.0, step: 188, memory length: 30992
state: epsiode, episode: 198, score: 2.0, global_step_count: 31196, avg loss: 0.0, step: 204, memory length: 31196
state: epsiode, episode: 199, score: 1.0, global_step_count: 31348, avg loss: 0.0, step: 152, memory length: 31348
state: epsiode, episode: 200, score: 0.0, global_step_count: 31462, avg loss: 0.0, step: 114, memory length: 31462
state: epsiode, episode: 201, score: 0.0, global_step_count: 31590, avg loss: 0.0, step: 128, memory length: 31590
state: epsiode, episode: 202, score: 4.0, global_step_count: 31832, avg loss: 0.0, step: 242, memory length: 31832
state: epsiode, episode: 203, score: 0.0, global_step_count: 31943, avg loss: 0.0, step: 111, memory length: 31943
state: epsiode, episode: 204, score: 1.0, global_step_count: 32112, avg loss: 0.0, step: 169, memory length: 32112
state: epsiode, episode: 205, score: 0.0, global_step_count: 32224, avg loss: 0.0, step: 112, memory length: 32224
state: epsiode, episode: 206, score: 0.0, global_step_count: 32340, avg loss: 0.0, step: 116, memory length: 32340
state: epsiode, episode: 207, score: 0.0, global_step_count: 32458, avg loss: 0.0, step: 118, memory length: 32458
state: epsiode, episode: 208, score: 1.0, global_step_count: 32623, avg loss: 0.0, step: 165, memory length: 32623
state: epsiode, episode: 209, score: 0.0, global_step_count: 32749, avg loss: 0.0, step: 126, memory length: 32749
state: epsiode, episode: 210, score: 2.0, global_step_count: 32945, avg loss: 0.0, step: 196, memory length: 32945
state: epsiode, episode: 211, score: 0.0, global_step_count: 33041, avg loss: 0.0, step: 96, memory length: 33041
state: epsiode, episode: 212, score: 0.0, global_step_count: 33149, avg loss: 0.0, step: 108, memory length: 33149
state: epsiode, episode: 213, score: 3.0, global_step_count: 33365, avg loss: 0.0, step: 216, memory length: 33365
state: epsiode, episode: 214, score: 0.0, global_step_count: 33489, avg loss: 0.0, step: 124, memory length: 33489
state: epsiode, episode: 215, score: 1.0, global_step_count: 33617, avg loss: 0.0, step: 128, memory length: 33617
state: epsiode, episode: 216, score: 0.0, global_step_count: 33750, avg loss: 0.0, step: 133, memory length: 33750
state: epsiode, episode: 217, score: 1.0, global_step_count: 33926, avg loss: 0.0, step: 176, memory length: 33926
state: epsiode, episode: 218, score: 3.0, global_step_count: 34140, avg loss: 0.0, step: 214, memory length: 34140
state: epsiode, episode: 219, score: 4.0, global_step_count: 34418, avg loss: 0.0, step: 278, memory length: 34418
state: epsiode, episode: 220, score: 2.0, global_step_count: 34610, avg loss: 0.0, step: 192, memory length: 34610
state: epsiode, episode: 221, score: 0.0, global_step_count: 34716, avg loss: 0.0, step: 106, memory length: 34716
state: epsiode, episode: 222, score: 2.0, global_step_count: 34936, avg loss: 0.0, step: 220, memory length: 34936
state: epsiode, episode: 223, score: 0.0, global_step_count: 35058, avg loss: 0.0, step: 122, memory length: 35058
state: epsiode, episode: 224, score: 0.0, global_step_count: 35175, avg loss: 0.0, step: 117, memory length: 35175
state: epsiode, episode: 225, score: 2.0, global_step_count: 35396, avg loss: 0.0, step: 221, memory length: 35396
state: epsiode, episode: 226, score: 1.0, global_step_count: 35522, avg loss: 0.0, step: 126, memory length: 35522
state: epsiode, episode: 227, score: 1.0, global_step_count: 35668, avg loss: 0.0, step: 146, memory length: 35668
state: epsiode, episode: 228, score: 2.0, global_step_count: 35849, avg loss: 0.0, step: 181, memory length: 35849
state: epsiode, episode: 229, score: 0.0, global_step_count: 35981, avg loss: 0.0, step: 132, memory length: 35981
state: epsiode, episode: 230, score: 1.0, global_step_count: 36134, avg loss: 0.0, step: 153, memory length: 36134
state: epsiode, episode: 231, score: 2.0, global_step_count: 36317, avg loss: 0.0, step: 183, memory length: 36317
state: epsiode, episode: 232, score: 0.0, global_step_count: 36436, avg loss: 0.0, step: 119, memory length: 36436
state: epsiode, episode: 233, score: 1.0, global_step_count: 36606, avg loss: 0.0, step: 170, memory length: 36606
state: epsiode, episode: 234, score: 2.0, global_step_count: 36803, avg loss: 0.0, step: 197, memory length: 36803
state: epsiode, episode: 235, score: 3.0, global_step_count: 37047, avg loss: 0.0, step: 244, memory length: 37047
state: epsiode, episode: 236, score: 1.0, global_step_count: 37207, avg loss: 0.0, step: 160, memory length: 37207
state: epsiode, episode: 237, score: 0.0, global_step_count: 37319, avg loss: 0.0, step: 112, memory length: 37319
state: epsiode, episode: 238, score: 0.0, global_step_count: 37451, avg loss: 0.0, step: 132, memory length: 37451
state: epsiode, episode: 239, score: 1.0, global_step_count: 37598, avg loss: 0.0, step: 147, memory length: 37598
state: epsiode, episode: 240, score: 1.0, global_step_count: 37755, avg loss: 0.0, step: 157, memory length: 37755
state: epsiode, episode: 241, score: 1.0, global_step_count: 37938, avg loss: 0.0, step: 183, memory length: 37938
state: epsiode, episode: 242, score: 0.0, global_step_count: 38068, avg loss: 0.0, step: 130, memory length: 38068
state: epsiode, episode: 243, score: 0.0, global_step_count: 38187, avg loss: 0.0, step: 119, memory length: 38187
